FID,FRS_FACILI,REGISTRY_I,PRIMARY_NA,LOCATION_A,SUPPLEMENT,CITY_NAME,COUNTY_NAM,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NA,POSTAL_COD,FEDERAL_FA,FEDERAL_AG,TRIBAL_LAN,TRIBAL_L_1,CONGRESSIO,CENSUS_BLO,HUC_CODE,EPA_REGION,SITE_TYPE_,LOCATION_D,CREATE_DAT,UPDATE_DAT,US_MEXICO_,PGM_SYS_AC,INTEREST_T,NAICS_CODE,NAICS_CO_1,SIC_CODES,SIC_CODE_D,LATITUDE83,LONGITUDE8,CONVEYOR,COLLECT_DE,ACCURACY_V,REF_POINT_,HDATUM_DES,SOURCE_DES,Lat,Long,POINT_X,POINT_Y
84,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052421991,110052421991.000000000000000,ACUED. HACIENDA PLANELL - ACUED. HACIENDA PLANELL,PR-124 RAMAL 4431 KM 1.0,BO.PEZUELA FCA.ENRIQUE PLANELL,LARES,LARES,72081,PR,PUERTO RICO,UNITED STATES,00669, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 11:27:52,28-JUN-2016 17:26:22, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
85,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048664575,110048664575.000000000000000,LARES URBANO - CAMUY RIVER,PR-128 KM 38.3 INT, ,LARES,LARES,72081,PR,PUERTO RICO,UNITED STATES,00669, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:09:58,28-JUN-2016 14:50:43, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
86,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048664156,110048664156.000000000000000,LARES URBANO - GUAJATACA RIVER,PR-128 KM 38.3 INT, ,LARES,LARES,72081,PR,PUERTO RICO,UNITED STATES,00669, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:09:56,28-JUN-2016 14:50:47, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
87,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049734711,110049734711.000000000000000,LAS MARIAS - MAYAGUEZILLO DAM,PR-124 KM 2.2, ,LAS MARIAS,LAS MARIAS,72083,PR,PUERTO RICO,UNITED STATES,00670, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 16:47:33,28-JUN-2016 12:49:03, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
88,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052088771,110052088771.000000000000000,PAISAJE DEL LAGO - PAISAJE DEL LAGO,PR-3 KM 38.3, ,LUQUILLO,LUQUILLO,72089,PR,PUERTO RICO,UNITED STATES,00773, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 09:58:25,28-JUN-2016 12:49:10, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
89,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052422179,110052422179.000000000000000,WARNER CHILCOTT PUERTO RICO LLC - PROCTER & PHARMACEUTICALS,CARR 2 KM 45.7,BO. COTO NORTE,MANATI,MANATI,72091,PR,PUERTO RICO,UNITED STATES,00674, , , , ,98,720915705002000.000000000000000,21010002,2,STATIONARY, ,27-OCT-2012 11:27:56,28-JUN-2016 13:49:32, ,SFDW,WATER TREATMENT PLANT,0, , , ,18.432089999999999,-66.471149999999994,FRS-GEOCODE,ADDRESS MATCHING-BLOCK FACE,500,ENTRANCE POINT OF A FACILITY OR STATION,NAD83, ,18.432089999999999,-66.471149999999994,-66.471149999999994,18.432089999999999
90,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050230102,110050230102.000000000000000,LLANADAS - MAIN CHANNEL,PR-426 KM 2.0 INT.,COM. LLANADAS BO.INDIERA BAJA,MARICAO,MARICAO,72093,PR,PUERTO RICO,UNITED STATES,00606, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:45:11,28-JUN-2016 11:49:26, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
91,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110041887697,110041887697.000000000000000,SANAMUERTO-SANAMUERTO R.,PR-567 KM 1.2 INT, ,MOROVIS,MOROVIS, ,PR,PUERTO RICO,US,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-AUG-2010 13:23:08,28-JUN-2016 14:49:05, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
92,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110051042634,110051042634.000000000000000,"RIO BLANCO,VIEQUES,CULEDRA - ENSENADA",PR-31 KM 9.9, ,NAGUABO,NAGUABO,72103,PR,PUERTO RICO,UNITED STATES,00718, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 22:59:12,28-JUN-2016 14:59:18, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
93,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050948105,110050948105.000000000000000,ASOCIACION SECTOR COLI - ASOCIACION SECTOR,PR-155 KM 26.7,SALIDA A COAMO,OROCOVIS,OROCOVIS,72107,PR,PUERTO RICO,UNITED STATES,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 22:07:44,28-JUN-2016 14:50:44, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
94,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052061816,110052061816.000000000000000,COMUNIDAD EL FRIO - EL FRIO,PR-143 KM 30.5,SECTOR EL FRIO,OROCOVIS,OROCOVIS,72107,PR,PUERTO RICO,UNITED STATES,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 09:48:13,28-JUN-2016 11:49:11, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
95,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052316506,110052316506.000000000000000,LA SAPIA - LA SAPIA,BO CACAO - HACIENDA,"CARR. 157, KM. 2.2 (INT.)",OROCOVIS,OROCOVIS,72107,PR,PUERTO RICO,UNITED STATES,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 10:59:56,28-JUN-2016 15:15:44, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
96,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050078438,110050078438.000000000000000,OROCOVIS URBANO - PUMP,PR-156 KM 3, ,OROCOVIS,OROCOVIS,72107,PR,PUERTO RICO,UNITED STATES,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:12:35,28-JUN-2016 16:56:20, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
97,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050078526,110050078526.000000000000000,OROCOVIS URBANO - QUEBRADA,PR-156 KM 3, ,OROCOVIS,OROCOVIS,72107,PR,PUERTO RICO,UNITED STATES,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:12:36,28-JUN-2016 17:26:09, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
98,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050078624,110050078624.000000000000000,OROCOVIS URBANO - RIO BOTIJAS DAM,PR-156 KM 3, ,OROCOVIS,OROCOVIS,72107,PR,PUERTO RICO,UNITED STATES,00720, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:12:37,28-JUN-2016 14:53:48, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
99,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050732748,110050732748.000000000000000,PATILLAS URBANO - TEXACO WELL,PR-3 KM. 124.3, ,PATILLAS,PATILLAS,72109,PR,PUERTO RICO,UNITED STATES,00723, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 20:54:07,28-JUN-2016 17:12:02, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
100,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050073549,110050073549.000000000000000,JAGUA CEIBA - QUEBRADA CEIBA,PR-132 R386 KM 5, ,PENUELAS,PENUELAS,72111,PR,PUERTO RICO,UNITED STATES,00624, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:11:29,28-JUN-2016 12:53:31, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
101,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050132977,110050132977.000000000000000,PENUELAS - RIO PENUELAS (GUAYANES),PR-132 KM.5, ,PENUELAS,PENUELAS,72111,PR,PUERTO RICO,UNITED STATES,00624, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:24:27,28-JUN-2016 15:28:48, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
102,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048468369,110048468369.000000000000000,COTTO LAUREL - EXPERIMENTAL,PR-14 KM 8.2 INT., ,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00733, , , , ,98,721130719006000.000000000000000,21010004,2,STATIONARY, ,26-OCT-2012 13:48:48,28-JUN-2016 17:28:08, ,SFDW,WATER TREATMENT PLANT,0, , , ,17.996250000000000,-66.613630000000001,FRS-GEOCODE,ADDRESS MATCHING-BLOCK FACE,500,ENTRANCE POINT OF A FACILITY OR STATION,NAD83, ,17.996250000000000,-66.613630000000001,-66.613630000000001,17.996250000000000
103,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050293142,110050293142.000000000000000,EL TESORO - EL TESORO,PR-139 KM 18,BO. MARAGUER SECTOR EL TESORO,PONCE,PONCE,72113,PR,PUERTO RICO,UNITED STATES,00731, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:58:37,28-JUN-2016 14:46:20, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
104,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052201791,110052201791.000000000000000,EL YUNQUE - RIO ESPIRITU SANTO,PR-3 KM 26.2,ROAD 67 JUAN GONZALEZ,RIO GRANDE,RIO GRANDE,72119,PR,PUERTO RICO,UNITED STATES,00745, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 10:33:00,28-JUN-2016 14:46:16, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
105,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050249664,110050249664.000000000000000,EL ROSARIO - EL ROSARIO I,PR-348 KM. 0.1, ,SAN GERMAN,SAN GERMAN,72125,PR,PUERTO RICO,UNITED STATES,00683, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:49:22,28-JUN-2016 16:54:50, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
106,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050249842,110050249842.000000000000000,EL ROSARIO - POZO EL ROSARIO III,PR-348 KM 0.1, ,SAN GERMAN,SAN GERMAN,72125,PR,PUERTO RICO,UNITED STATES,00683, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:49:24,28-JUN-2016 15:21:18, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
107,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050320176,110050320176.000000000000000,ACUD. RURAL GUACIO - ACUD. RURAL GUACIO INC.,PR-119 KM 42.1 INT,BO. GUACIO,SAN SEBASTIAN,SAN SEBASTIAN,72131,PR,PUERTO RICO,UNITED STATES,00685, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 19:04:52,28-JUN-2016 15:22:07, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
108,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049997679,110049997679.000000000000000,SAN SEBASTIAN-CULEBRINAS RIVER,PR-449 TO THE END, ,SAN SEBASTIAN,SAN SEBASTIAN, ,PR,PUERTO RICO,US,00685, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 17:53:57,28-JUN-2016 17:30:00, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
109,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048465898,110048465898.000000000000000,SANTA ISABEL URBANO - ESMERALDA 2,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:36,28-JUN-2016 11:34:14, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
110,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048467011,110048467011.000000000000000,SANTA ISABEL URBANO - PASO SECO 1,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:41,28-JUN-2016 15:00:37, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
111,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048467280,110048467280.000000000000000,SANTA ISABEL URBANO - PASO SECO 2,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:42,28-JUN-2016 17:12:07, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
112,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048466049,110048466049.000000000000000,SANTA ISABEL URBANO - PASO SECO 3,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:37,28-JUN-2016 17:29:01, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
113,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048562211,110048562211.000000000000000,SANTA ISABEL URBANO - PASO SECO 4,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:59:12,28-JUN-2016 14:04:44, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
114,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048466334,110048466334.000000000000000,SANTA ISABEL URBANO - PASO SECO 5,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:38,28-JUN-2016 14:46:26, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
115,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048465736,110048465736.000000000000000,SANTA ISABEL URBANO - PASO SECO 6,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:35,28-JUN-2016 12:53:54, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
116,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049494356,110049494356.000000000000000,SANTA ISABEL URBANO - SANTIAGO APOSTOL,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 15:47:48,28-JUN-2016 14:58:40, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
117,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048466655,110048466655.000000000000000,SANTA ISABEL URBANO - VALLE COSTERO,PR-153 KM 13.65, ,SANTA ISABEL,SANTA ISABEL,72133,PR,PUERTO RICO,UNITED STATES,00757, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:48:40,28-JUN-2016 17:29:01, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
118,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110052120619,110052120619.000000000000000,LA VIRGENCITA WATER SYSTEM,RAMAL 165 HM 6, ,TOA ALTA,TOA ALTA, ,PR,PUERTO RICO,UNITED STATES,00949, , , , ,0,0.000000000000000,0,2,STATIONARY, ,27-OCT-2012 10:11:28,28-JUN-2016 14:46:59, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
119,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048635018,110048635018.000000000000000,MAMEYES ABAJO - LIMON RIVER,PR-140 KM 19.2 INT, ,UTUADO,UTUADO,72141,PR,PUERTO RICO,UNITED STATES,00641, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:07:05,28-JUN-2016 14:59:41, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
120,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048921066,110048921066.000000000000000,ALMIRANTE NORTE WTP,PR-160 KM 4.0, ,VEGA BAJA,VEGA BAJA,72145,PR,PUERTO RICO,UNITED STATES,00693, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 14:29:59,28-JUN-2016 17:30:02, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
121,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048537197,110048537197.000000000000000,PUGNADO - WATER SYSTEM,PR-155 KM 64.4 INT, ,VEGA BAJA,VEGA BAJA,72145,PR,PUERTO RICO,UNITED STATES,00693, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:56:16,28-JUN-2016 12:49:07, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
122,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110048153715,110048153715.000000000000000,CESPEDES - CESPEDES,PR-151 KM 2, ,VILLALBA,VILLALBA,72149,PR,PUERTO RICO,UNITED STATES,00766, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 13:18:21,28-JUN-2016 12:52:48, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
123,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110049495630,110049495630.000000000000000,VILLALBA URBANO - RIO JACAGUAS,PR-149 R513  HM 9, ,VILLALBA,VILLALBA,72149,PR,PUERTO RICO,UNITED STATES,00766, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 15:48:04,28-JUN-2016 15:21:22, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
124,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050133271,110050133271.000000000000000,RANCHERA - RANCHERAS,PR-128 R 371 KM.10.6, ,YAUCO,YAUCO,72153,PR,PUERTO RICO,UNITED STATES,00698, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:24:30,28-JUN-2016 15:03:33, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
125,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050132637,110050132637.000000000000000,YAUCO - BARINAS,PR-128 KM 2.6, ,YAUCO,YAUCO,72153,PR,PUERTO RICO,UNITED STATES,00698, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:24:23,28-JUN-2016 14:52:01, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000
126,http://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110050132735,110050132735.000000000000000,YAUCO - ESTANCIAS YAUCO,PR-128 KM 2.6, ,YAUCO,YAUCO,72153,PR,PUERTO RICO,UNITED STATES,00698, , , , ,0,0.000000000000000,0,2,STATIONARY, ,26-OCT-2012 18:24:24,28-JUN-2016 15:03:33, ,SFDW,WATER TREATMENT PLANT,0, , , ,0.000000000000000,0.000000000000000, , ,0, ,NAD83, ,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000